Date,Open,High,Low,Close,Volume
2017-10-19,152000.0,154000.0,150500.0,151500.0,474052.0
2017-10-20,151500.0,152500.0,150500.0,151500.0,227605.0
2017-10-23,151000.0,153000.0,150500.0,151500.0,387789.0
2017-10-24,151500.0,152500.0,150000.0,151000.0,357958.0
2017-10-25,150000.0,150500.0,146500.0,148500.0,829299.0
2017-10-26,148500.0,160000.0,148000.0,159500.0,1550507.0
2017-10-27,159500.0,161500.0,156500.0,158500.0,776439.0
2017-10-30,160000.0,160500.0,154500.0,156000.0,540408.0
2017-10-31,157000.0,162000.0,156000.0,161000.0,905364.0
2017-11-01,159000.0,162000.0,158500.0,160500.0,601287.0
2017-11-02,159000.0,160500.0,158000.0,160000.0,353460.0
2017-11-03,161000.0,164000.0,159500.0,161500.0,426678.0
2017-11-06,160000.0,163000.0,157500.0,158500.0,530662.0
2017-11-07,157000.0,159500.0,153500.0,155000.0,754723.0
2017-11-08,153500.0,157000.0,153500.0,155000.0,384213.0
2017-11-09,156000.0,156000.0,153000.0,155500.0,543762.0
2017-11-10,154000.0,155500.0,153500.0,154500.0,333985.0
2017-11-13,156500.0,161500.0,156000.0,160500.0,664551.0
2017-11-14,160000.0,160500.0,157500.0,160500.0,493631.0
2017-11-15,161500.0,163000.0,160000.0,161500.0,568064.0
2017-11-16,162000.0,162000.0,158000.0,159500.0,392185.0
2017-11-17,158000.0,159000.0,156000.0,157000.0,493488.0
2017-11-20,155500.0,157500.0,154000.0,156500.0,392823.0
2017-11-21,157000.0,158500.0,156000.0,157000.0,279920.0
2017-11-22,157000.0,159000.0,155000.0,155000.0,298605.0
2017-11-23,156000.0,157000.0,154500.0,157000.0,327088.0
2017-11-24,156000.0,159500.0,155500.0,159000.0,414474.0
2017-11-27,158500.0,160000.0,158000.0,158500.0,508762.0
2017-11-28,156500.0,160500.0,155000.0,157000.0,360463.0
2017-11-29,158000.0,161000.0,157500.0,160500.0,550470.0
2017-11-30,163000.0,166500.0,162500.0,164500.0,1207560.0
2017-12-01,164500.0,165500.0,161500.0,161500.0,529049.0
2017-12-04,160500.0,160500.0,157500.0,160500.0,412767.0
2017-12-05,159000.0,162500.0,159000.0,161500.0,298181.0
2017-12-06,159500.0,162500.0,159500.0,162000.0,435843.0
2017-12-07,163000.0,163000.0,160000.0,161500.0,317111.0
2017-12-08,159500.0,161000.0,157000.0,158500.0,562488.0
2017-12-11,158000.0,158500.0,149500.0,150000.0,1235495.0
2017-12-12,149000.0,151500.0,148000.0,150000.0,594577.0
2017-12-13,151500.0,152500.0,150000.0,151500.0,449530.0
2017-12-14,151000.0,154500.0,150500.0,150500.0,848663.0
2017-12-15,151500.0,154000.0,150500.0,154000.0,414172.0
2017-12-18,154000.0,155000.0,152000.0,154000.0,304658.0
2017-12-19,154000.0,155500.0,152500.0,153000.0,301402.0
2017-12-20,153500.0,154000.0,151000.0,152500.0,330799.0
2017-12-21,151500.0,152500.0,150000.0,150000.0,393766.0
2017-12-22,151000.0,153000.0,150500.0,153000.0,257517.0
2017-12-26,152000.0,155000.0,151500.0,154000.0,319229.0
2017-12-27,151500.0,157000.0,150000.0,156500.0,445829.0
2017-12-28,154500.0,156000.0,152000.0,156000.0,405259.0
2018-01-02,150500.0,153000.0,149000.0,149500.0,731763.0
2018-01-03,149000.0,151000.0,149000.0,150500.0,450874.0
2018-01-04,150500.0,151000.0,146000.0,146500.0,931558.0
2018-01-05,146000.0,149000.0,145500.0,149000.0,463695.0
2018-01-08,148500.0,151000.0,147500.0,151000.0,482619.0
2018-01-09,151000.0,152500.0,149500.0,152500.0,465845.0
2018-01-10,152500.0,158000.0,152000.0,155500.0,793679.0
2018-01-11,156000.0,156500.0,152500.0,155000.0,476891.0
2018-01-12,153500.0,156000.0,153500.0,154000.0,424738.0
2018-01-15,154000.0,155000.0,151000.0,155000.0,315592.0
2018-01-16,153500.0,158000.0,153000.0,158000.0,440542.0
2018-01-17,157000.0,159000.0,156000.0,157500.0,363034.0
2018-01-18,157500.0,158000.0,154000.0,155000.0,324686.0
2018-01-19,155000.0,162000.0,154500.0,162000.0,637243.0
2018-01-22,162500.0,164000.0,158500.0,162500.0,582519.0
2018-01-23,163000.0,167500.0,161000.0,161000.0,727921.0
